production_signal_id,network_account_id,signal_channel_code,external_signal_id,signal_text,observed_at,acknowledgement_count,propagation_count,response_count,observation_count,sentiment_score,urgency_score,detected_part_ids,momentum_code,processed_at,created_at
4504,261,supplier_portal,ext_twitter_00004504,Condition-monitoring follow-up: demand for Robotic Palletizer Control Cabinet is up and Apex Automation Systems needs more capacity slots,2025-12-28T21:44:57Z,8224,1020,830,191893,0.496,,,elevated,,2026-06-29T21:44:57Z
4505,,plant_floor,ext_instagram_00004505,The plant is seeing increased demand for changeover tooling after schedule changes,2025-12-27T21:44:57Z,564,94,43,16577,0.725,,,stable,,2026-06-29T21:44:57Z
4506,503,plant_floor,ext_instagram_00004506,Quality engineers keep asking for inspection capacity before launch builds,2025-12-26T21:44:57Z,390,4,18,1683,0.052,,,stable,,2026-06-29T21:44:57Z
4507,141,plant_floor,ext_instagram_00004507,Operations huddle: prioritize Titan Parts Network Hydraulic Actuator Repair Kit before the weekend production surge,2025-12-25T21:44:57Z,4856,1877,984,51467,0.769,,,elevated,,2026-06-29T21:44:57Z
4508,31,plant_floor,ext_instagram_00004508,Production planners are coordinating work orders across fabrication cells today,2025-12-24T21:44:57Z,620,82,23,7426,0.716,,,stable,,2026-06-29T21:44:57Z
4509,157,partner_operations,ext_tiktok_00004509,"If your plants need Nickel Alloy Heat Shield, check AlloyWorks Fabrication availability early; slots are moving fast",2025-12-23T21:44:57Z,8702,1651,743,81743,0.711,,,elevated,,2026-06-29T21:44:57Z
4510,27,partner_operations,ext_tiktok_00004510,Day 30 with the Field Service Spare Parts Pack workflow and the operations team says Titan Parts Network reduced manual expediting,2025-12-22T21:44:57Z,237,2,42,13364,0.428,,,stable,,2026-06-29T21:44:57Z
4511,456,supplier_portal,ext_twitter_00004511,Bearing and seal kits are the top request in our maintenance channel this week,2025-12-21T21:44:57Z,575,10,36,14878,0.768,,,stable,,2026-06-29T21:44:57Z
4512,148,supplier_portal,ext_twitter_00004512,Line supervisors need earlier visibility into production slot availability,2025-12-20T21:44:57Z,532,71,5,8180,0.657,,,stable,,2026-06-29T21:44:57Z
4513,38,supplier_portal,ext_twitter_00004513,Morning S&OP review featuring Robotic Palletizer Control Cabinet. Apex Automation Systems needs pre-positioned production capacity,2025-12-19T21:44:57Z,346,55,24,14539,0.694,,,stable,,2026-06-29T21:44:57Z
4514,184,market_feed,ext_youtube_00004514,Added Lightweight Aluminum Extrusion to the high-priority build plan. Thank you AlloyWorks Fabrication for closing the gap,2025-12-18T21:44:57Z,904,33,11,12533,0.627,,,stable,,2026-06-29T21:44:57Z
4515,490,partner_operations,ext_tiktok_00004515,Line supervisors are asking for Torque Sensor Housing through MotorWorks Mobility; demand is clearly rising,2025-12-17T21:44:57Z,23249,2988,7553,462492,0.693,,,escalating,,2026-06-29T21:44:57Z
4516,68,supplier_portal,ext_twitter_00004516,Production planners are flagging Modular CNC Workholding Kit from NordicTool Works as a bottleneck this week,2025-12-16T21:44:57Z,641,11,25,11761,0.848,,,stable,,2026-06-29T21:44:57Z
4517,231,plant_floor,ext_instagram_00004517,Supplier update: Modular CNC Workholding Kit capacity at NordicTool Works is getting tight after a spike in work orders,2025-12-15T21:44:57Z,1007,1325,510,195965,0.48,,,elevated,,2026-06-29T21:44:57Z
4518,345,partner_operations,ext_tiktok_00004518,Production planners are coordinating work orders across fabrication cells today,2025-12-14T21:44:57Z,17664,8601,3927,615125,0.69,,,escalating,,2026-06-29T21:44:57Z
4519,379,plant_floor,ext_instagram_00004519,Supplier constraints are creating new handoffs to procurement and logistics partners,2025-12-13T21:44:57Z,9004,787,600,123599,0.759,,,elevated,,2026-06-29T21:44:57Z
4520,172,partner_operations,ext_tiktok_00004520,"Two-week review of CircuitForge Electronics Ruggedized Edge Compute Module: strong yield, but capacity planning matters",2025-12-12T21:44:57Z,6671,579,119,50694,0.284,,,elevated,,2026-06-29T21:44:57Z
4521,450,partner_operations,ext_tiktok_00004521,Bearing and seal kits are the top request in our maintenance channel this week,2025-12-11T21:44:57Z,7196,890,408,94767,0.877,,,elevated,,2026-06-29T21:44:57Z
4522,236,plant_floor,ext_instagram_00004522,Line supervisors need earlier visibility into production slot availability,2025-12-10T21:44:57Z,4053,1756,733,77727,0.549,,,elevated,,2026-06-29T21:44:57Z
4523,489,plant_floor,ext_instagram_00004523,Supplier quality screening is surfacing new need for Line Utilization Beacon from Pacific Sensor Systems,2025-12-09T21:44:57Z,635,21,13,11901,0.802,,,stable,,2026-06-29T21:44:57Z
4524,136,plant_floor,ext_instagram_00004524,"If your plants need Industrial-Grade Enclosure Shell, check Quantum Plastics Group availability early; slots are moving fast",2025-12-08T21:44:57Z,457,78,20,10508,0.57,,,stable,,2026-06-29T21:44:57Z
4525,258,quality_bulletin,ext_threads_00004525,The plant is seeing increased demand for changeover tooling after schedule changes,2025-12-07T21:44:57Z,334,33,26,4721,-0.117,,,stable,,2026-06-29T21:44:57Z
4526,383,quality_bulletin,ext_threads_00004526,Quality engineers keep asking for inspection capacity before launch builds,2025-12-06T21:44:57Z,9538,1357,740,121820,-0.184,,,elevated,,2026-06-29T21:44:57Z
4527,,supplier_portal,ext_twitter_00004527,"Thought CNC Machined Pump Impeller demand would level off, but PrecisionCast Foundry is still seeing urgent work orders",2025-12-05T21:44:57Z,1832,370,606,49721,0.438,,,elevated,,2026-06-29T21:44:57Z
4528,179,market_feed,ext_youtube_00004528,Morning S&OP review featuring Temperature Sensor Node. Pacific Sensor Systems needs pre-positioned production capacity,2025-12-04T21:44:57Z,14827,9834,7972,583437,0.472,,,escalating,,2026-06-29T21:44:57Z
4529,423,quality_bulletin,ext_threads_00004529,Added Collaborative Assembly Cell Slot to the high-priority build plan. Thank you RoboFlex Assembly for closing the gap,2025-12-03T21:44:57Z,353,65,40,8074,0.26,,,stable,,2026-06-29T21:44:57Z
4530,220,quality_bulletin,ext_threads_00004530,Operators are asking for clearer shortage signals and faster replenishment windows,2025-12-02T21:44:57Z,9924,342,497,66009,-0.223,,,elevated,,2026-06-29T21:44:57Z
4531,37,partner_operations,ext_tiktok_00004531,Production planners are flagging Injection Molded Gear Housing from Quantum Plastics Group as a bottleneck this week,2025-12-01T21:44:57Z,406,1,20,19621,0.741,,,stable,,2026-06-29T21:44:57Z
4532,230,quality_bulletin,ext_threads_00004532,Supplier update: Returnable Dunnage Tray capacity at GreenPack Materials is getting tight after a spike in work orders,2025-11-30T21:44:57Z,155,96,25,16580,0.638,,,stable,,2026-06-29T21:44:57Z
4533,40,quality_bulletin,ext_threads_00004533,Remote monitoring alerts are helping the team catch downtime risk before a line stop,2025-11-29T21:44:57Z,882,34,10,656,-0.205,,,stable,,2026-06-29T21:44:57Z
4534,389,plant_floor,ext_instagram_00004534,Condition-monitoring follow-up: demand for EV Motor Stator Assembly is up and MotorWorks Mobility needs more capacity slots,2025-11-28T21:44:57Z,846,86,5,13573,0.4,,,stable,,2026-06-29T21:44:57Z
4535,118,supplier_portal,ext_twitter_00004535,"Two-week review of Summit Industrial Supply Bearing and Seal Maintenance Kit: strong yield, but capacity planning matters",2025-11-27T21:44:57Z,8560,1609,969,33948,0.341,,,elevated,,2026-06-29T21:44:57Z
4536,392,market_feed,ext_youtube_00004536,Maintenance teams keep asking where to find Bearing and Seal Maintenance Kit. Summit Industrial Supply is showing up in every shortage thread,2025-11-26T21:44:57Z,8998,561,189,155746,0.602,,,elevated,,2026-06-29T21:44:57Z
4537,321,supplier_portal,ext_twitter_00004537,Operations huddle: prioritize AlloyWorks Fabrication Nickel Alloy Heat Shield before the weekend production surge,2025-11-25T21:44:57Z,334,37,39,6005,0.272,,,stable,,2026-06-29T21:44:57Z
4538,518,plant_floor,ext_instagram_00004538,Supplier quality screening is surfacing new need for Modular CNC Workholding Kit from NordicTool Works,2025-11-24T21:44:57Z,569,55,44,2566,0.24,,,stable,,2026-06-29T21:44:57Z
4539,191,plant_floor,ext_instagram_00004539,Supplier constraints are creating new handoffs to procurement and logistics partners,2025-11-23T21:44:57Z,4366,915,718,80728,-0.298,,,elevated,,2026-06-29T21:44:57Z
4540,153,supplier_portal,ext_twitter_00004540,Day 30 with the Returnable Dunnage Tray workflow and the operations team says GreenPack Materials reduced manual expediting,2025-11-22T21:44:57Z,177,74,4,14121,0.798,,,stable,,2026-06-29T21:44:57Z
4541,346,supplier_portal,ext_twitter_00004541,Recommended NordicTool Works Modular CNC Workholding Kit to a production planner today because avoidable downtime is the risk,2025-11-21T21:44:57Z,389,21,42,5373,0.589,,,stable,,2026-06-29T21:44:57Z
4542,,supplier_portal,ext_twitter_00004542,Line supervisors need earlier visibility into production slot availability,2025-11-20T21:44:57Z,3595,1296,463,157962,0.373,,,elevated,,2026-06-29T21:44:57Z
4543,383,quality_bulletin,ext_threads_00004543,Morning S&OP review featuring Returnable Dunnage Tray. GreenPack Materials needs pre-positioned production capacity,2025-11-19T21:44:57Z,65,3,1,10626,0.45,,,stable,,2026-06-29T21:44:57Z
4544,406,supplier_portal,ext_twitter_00004544,Transportation delays are slowing component availability for several customer programs,2025-11-18T21:44:57Z,856,20,8,2918,0.213,,,stable,,2026-06-29T21:44:57Z
4545,125,quality_bulletin,ext_threads_00004545,Line supervisors are asking for Injection Molded Gear Housing through Quantum Plastics Group; demand is clearly rising,2025-11-17T21:44:57Z,1805,919,638,92552,0.908,,,elevated,,2026-06-29T21:44:57Z
4546,229,market_feed,ext_youtube_00004546,Production planners are flagging Hydraulic Actuator Repair Kit from Titan Parts Network as a bottleneck this week,2025-11-16T21:44:57Z,747,96,44,12542,0.537,,,stable,,2026-06-29T21:44:57Z
4547,422,market_feed,ext_youtube_00004547,Supplier update: Field Service Spare Parts Pack capacity at Titan Parts Network is getting tight after a spike in work orders,2025-11-15T21:44:57Z,48977,6235,5718,949377,0.51,,,escalating,,2026-06-29T21:44:57Z
4548,224,market_feed,ext_youtube_00004548,Plant dispatch note - Titan Parts Network Field Service Spare Parts Pack is the part every line wants scheduled right now,2025-11-14T21:44:57Z,2974,475,173,30951,0.542,,,elevated,,2026-06-29T21:44:57Z
4549,70,quality_bulletin,ext_threads_00004549,Condition-monitoring follow-up: demand for Robotic Palletizer Control Cabinet is up and Apex Automation Systems needs more capacity slots,2025-11-13T21:44:57Z,5568,1419,524,21013,0.289,,,elevated,,2026-06-29T21:44:57Z
4550,41,plant_floor,ext_instagram_00004550,Operators are asking for clearer shortage signals and faster replenishment windows,2025-11-12T21:44:57Z,682,52,36,2694,0.327,,,stable,,2026-06-29T21:44:57Z
4551,,partner_operations,ext_tiktok_00004551,Maintenance teams keep asking where to find Injection Molded Gear Housing. Quantum Plastics Group is showing up in every shortage thread,2025-11-11T21:44:57Z,759,70,46,911,0.647,,,stable,,2026-06-29T21:44:57Z
4552,95,quality_bulletin,ext_threads_00004552,Operations huddle: prioritize Titan Parts Network Hydraulic Actuator Repair Kit before the weekend production surge,2025-11-10T21:44:57Z,563,0,7,19807,0.68,,,stable,,2026-06-29T21:44:57Z
4553,316,supplier_portal,ext_twitter_00004553,Remote monitoring alerts are helping the team catch downtime risk before a line stop,2025-11-09T21:44:57Z,40795,6172,1493,807439,-0.206,,,escalating,,2026-06-29T21:44:57Z
4554,443,quality_bulletin,ext_threads_00004554,"If your plants need Welded Structural Bracket Set, check PrecisionCast Foundry availability early; slots are moving fast",2025-11-08T21:44:57Z,38589,5406,3981,407095,0.571,,,escalating,,2026-06-29T21:44:57Z
4555,442,market_feed,ext_youtube_00004555,Day 30 with the Predictive Maintenance Sensor Pack workflow and the operations team says Apex Automation Systems reduced manual expediting,2025-11-07T21:44:57Z,468,99,43,6334,0.423,,,stable,,2026-06-29T21:44:57Z
4556,275,partner_operations,ext_tiktok_00004556,Recommended Apex Automation Systems Servo Drive Controller AX-400 to a production planner today because avoidable downtime is the risk,2025-11-06T21:44:57Z,358,44,49,5958,0.598,,,stable,,2026-06-29T21:44:57Z
4557,513,plant_floor,ext_instagram_00004557,"Thought Line Utilization Beacon demand would level off, but Pacific Sensor Systems is still seeing urgent work orders",2025-11-05T21:44:57Z,358295,68689,19245,14130471,0.592,,,critical,,2026-06-29T21:44:57Z
4558,122,partner_operations,ext_tiktok_00004558,Morning S&OP review featuring Recyclable Protective Packaging Insert. GreenPack Materials needs pre-positioned production capacity,2025-11-04T21:44:57Z,583,79,20,8408,0.835,,,stable,,2026-06-29T21:44:57Z
4559,405,partner_operations,ext_tiktok_00004559,Supplier constraints are creating new handoffs to procurement and logistics partners,2025-11-03T21:44:57Z,828,55,3,164,0.832,,,stable,,2026-06-29T21:44:57Z
4560,78,supplier_portal,ext_twitter_00004560,Line supervisors are asking for Power Regulation Board through CircuitForge Electronics; demand is clearly rising,2025-11-02T21:44:57Z,418807,63330,18284,15447846,0.452,,,critical,,2026-06-29T21:44:57Z
4561,26,plant_floor,ext_instagram_00004561,Production planners are flagging Field Service Spare Parts Pack from Titan Parts Network as a bottleneck this week,2025-11-01T21:44:57Z,383,36,13,15285,0.93,,,stable,,2026-06-29T21:44:57Z
4562,136,plant_floor,ext_instagram_00004562,Supplier update: Nickel Alloy Heat Shield capacity at AlloyWorks Fabrication is getting tight after a spike in work orders,2025-10-31T21:44:57Z,107,38,47,2767,0.258,,,stable,,2026-06-29T21:44:57Z
4563,455,partner_operations,ext_tiktok_00004563,Plant dispatch note - Quantum Plastics Group Industrial-Grade Enclosure Shell is the part every line wants scheduled right now,2025-10-30T21:44:57Z,887,70,47,17757,0.227,,,stable,,2026-06-29T21:44:57Z
4564,422,market_feed,ext_youtube_00004564,Transportation delays are slowing component availability for several customer programs,2025-10-29T21:44:57Z,415,12,2,15330,0.114,,,stable,,2026-06-29T21:44:57Z
4565,205,quality_bulletin,ext_threads_00004565,"Two-week review of PrecisionCast Foundry CNC Machined Pump Impeller: strong yield, but capacity planning matters",2025-10-28T21:44:57Z,1414,1651,811,44820,0.261,,,elevated,,2026-06-29T21:44:57Z
4566,77,partner_operations,ext_tiktok_00004566,Maintenance teams keep asking where to find Field Service Spare Parts Pack. Titan Parts Network is showing up in every shortage thread,2025-10-27T21:44:57Z,7064,1421,634,110343,0.878,,,elevated,,2026-06-29T21:44:57Z
4567,41,plant_floor,ext_instagram_00004567,Operations huddle: prioritize AlloyWorks Fabrication Nickel Alloy Heat Shield before the weekend production surge,2025-10-26T21:44:57Z,697,3,22,13411,0.713,,,stable,,2026-06-29T21:44:57Z
4568,382,market_feed,ext_youtube_00004568,Supplier quality screening is surfacing new need for Industrial Gateway PCB Assembly from CircuitForge Electronics,2025-10-25T21:44:57Z,48360,5969,7256,293042,0.392,,,escalating,,2026-06-29T21:44:57Z
4569,383,quality_bulletin,ext_threads_00004569,"If your plants need Nickel Alloy Heat Shield, check AlloyWorks Fabrication availability early; slots are moving fast",2025-10-24T21:44:57Z,375,27,39,15720,0.808,,,stable,,2026-06-29T21:44:57Z
4570,88,supplier_portal,ext_twitter_00004570,Day 30 with the Bearing and Seal Maintenance Kit workflow and the operations team says Summit Industrial Supply reduced manual expediting,2025-10-23T21:44:57Z,654,5,24,5315,0.706,,,stable,,2026-06-29T21:44:57Z
4571,206,plant_floor,ext_instagram_00004571,Recommended MotorWorks Mobility Torque Sensor Housing to a production planner today because avoidable downtime is the risk,2025-10-22T21:44:57Z,209,38,4,12774,0.671,,,stable,,2026-06-29T21:44:57Z
4572,240,quality_bulletin,ext_threads_00004572,"Thought Bearing and Seal Maintenance Kit demand would level off, but Summit Industrial Supply is still seeing urgent work orders",2025-10-21T21:44:57Z,6897,1664,542,27102,0.42,,,elevated,,2026-06-29T21:44:57Z
4573,392,market_feed,ext_youtube_00004573,Remote monitoring alerts are helping the team catch downtime risk before a line stop,2025-10-20T21:44:57Z,250,33,29,7014,-0.009,,,stable,,2026-06-29T21:44:57Z
4574,517,quality_bulletin,ext_threads_00004574,Added Hydraulic Actuator Repair Kit to the high-priority build plan. Thank you Titan Parts Network for closing the gap,2025-10-19T21:44:57Z,278,22,47,16496,0.634,,,stable,,2026-06-29T21:44:57Z
